step,exp,game_name,algorithm_name,log_exp
0,2.373611111111111,leduc_poker,Algorithm_18_59581,0.8644124711054898
1,2.373611111111111,leduc_poker,Algorithm_18_59581,0.8644124711054898
2,2.0389912076083387,leduc_poker,Algorithm_18_59581,0.7124551794733294
3,2.2744248820686774,leduc_poker,Algorithm_18_59581,0.8217272213531461
4,1.439527812388273,leduc_poker,Algorithm_18_59581,0.3643151517506054
5,1.1552286668061318,leduc_poker,Algorithm_18_59581,0.14429830429704785
6,0.8811456145033502,leduc_poker,Algorithm_18_59581,-0.12653238349901078
7,0.6538280548757859,leduc_poker,Algorithm_18_59581,-0.4249108751265956
8,0.63522639681363,leduc_poker,Algorithm_18_59581,-0.45377381321614585
9,0.46998743440548296,leduc_poker,Algorithm_18_59581,-0.7550493199429106
10,0.4254116640093034,leduc_poker,Algorithm_18_59581,-0.8546979576701633
11,0.37880315628925343,leduc_poker,Algorithm_18_59581,-0.9707385853679333
12,0.32890845557966986,leduc_poker,Algorithm_18_59581,-1.1119758174533438
13,0.2903878937945525,leduc_poker,Algorithm_18_59581,-1.236537684935754
14,0.27314244164742346,leduc_poker,Algorithm_18_59581,-1.2977618555925514
15,0.25169185268762645,leduc_poker,Algorithm_18_59581,-1.3795497465041053
16,0.19658436599191298,leduc_poker,Algorithm_18_59581,-1.626663596344061
17,0.1669850636972418,leduc_poker,Algorithm_18_59581,-1.789850909503954
18,0.14878267546161855,leduc_poker,Algorithm_18_59581,-1.9052685917107897
19,0.12323402753473228,leduc_poker,Algorithm_18_59581,-2.093670068496054
20,0.10701968294118505,leduc_poker,Algorithm_18_59581,-2.2347425087161024
21,0.10271369809977625,leduc_poker,Algorithm_18_59581,-2.275809791197255
22,0.09603057412364979,leduc_poker,Algorithm_18_59581,-2.3430886577637504
23,0.09336931395242655,leduc_poker,Algorithm_18_59581,-2.3711925321364458
24,0.0842953037591538,leduc_poker,Algorithm_18_59581,-2.4734291241957
25,0.07816070291480126,leduc_poker,Algorithm_18_59581,-2.5489882780075823
